,Species,DNA (FASTA),cDNA (FASTA),CDS (FASTA),ncRNA (FASTA),Protein sequence (FASTA),Annotated sequence (EMBL),Annotated sequence (GenBank),Gene sets,Other annotations,Whole databases,Variation (GVF),Variation (VCF),Variation (VEP),cds_url,dna_url,prot_url
,Sistotremastrum niveocremeum HHB9708,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708_gca_001630475/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708_gca_001630475/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708_gca_001630475/pep/
,Sistotremastrum suecicum HHB10207 ss-3,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355/pep/
,Sodiomyces alkalinus F11,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sodiomyces_alkalinus_f11_gca_003711515/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sodiomyces_alkalinus_f11_gca_003711515/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sodiomyces_alkalinus_f11_gca_003711515/pep/
,Sordaria macrospora,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sordaria_macrospora_gca_008692325/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sordaria_macrospora_gca_008692325/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sordaria_macrospora_gca_008692325/pep/
,Sordaria macrospora k-hell,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sordaria_macrospora_k_hell_gca_000182805/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sordaria_macrospora_k_hell_gca_000182805/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sordaria_macrospora_k_hell_gca_000182805/pep/
,Sparassis crispa,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sparassis_crispa_gca_003851025/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sparassis_crispa_gca_003851025/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sparassis_crispa_gca_003851025/pep/
,Spathaspora passalidarum NRRL Y-27907,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907_gca_000223485/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907_gca_000223485/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907_gca_000223485/pep/
,Spathaspora sp. JA1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/spathaspora_sp_ja1_gca_003676035/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/spathaspora_sp_ja1_gca_003676035/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/spathaspora_sp_ja1_gca_003676035/pep/
,Sphaceloma murrayae str. CQ-2017a,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sphaceloma_murrayae_gca_002895985/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sphaceloma_murrayae_gca_002895985/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/sphaceloma_murrayae_gca_002895985/pep/
,Sphaerobolus stellatus SS14,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14_gca_000827215/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14_gca_000827215/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14_gca_000827215/pep/
,Sphaerosporella brunnea str. Sb_GMNB300,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sphaerosporella_brunnea_gca_008704415/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sphaerosporella_brunnea_gca_008704415/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sphaerosporella_brunnea_gca_008704415/pep/
,Sphaerulina musiva SO2202,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202_gca_000320565/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202_gca_000320565/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202_gca_000320565/pep/
,Spizellomyces punctatus DAOM BR117,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117_gca_000182565/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117_gca_000182565/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117_gca_000182565/pep/
,Spizellomyces sp. 'palustris' str. CBS 455.65,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_sp_palustris_gca_006535965/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_sp_palustris_gca_006535965/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_sp_palustris_gca_006535965/pep/
,Sporisorium graminicola str. CBS 10092,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_graminicola_gca_005498985/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_graminicola_gca_005498985/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_graminicola_gca_005498985/pep/
,Sporisorium reilianum,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/sporisorium_reilianum/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/sporisorium_reilianum/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/sporisorium_reilianum/pep/
,Sporisorium reilianum f. sp. reilianum,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_reilianum_f_sp_reilianum_gca_900162835/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_reilianum_f_sp_reilianum_gca_900162835/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_reilianum_f_sp_reilianum_gca_900162835/pep/
,Sporisorium scitamineum str. Ssc1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sporisorium_scitamineum_gca_900002365/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sporisorium_scitamineum_gca_900002365/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/sporisorium_scitamineum_gca_900002365/pep/
,Sporormia fimetaria CBS 119925,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sporormia_fimetaria_cbs_119925_gca_010093795/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sporormia_fimetaria_cbs_119925_gca_010093795/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/sporormia_fimetaria_cbs_119925_gca_010093795/pep/
,Sporothrix brasiliensis 5110,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110_gca_000820605/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110_gca_000820605/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110_gca_000820605/pep/
,Sporothrix insectorum RCEF 264,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264_gca_001636815/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264_gca_001636815/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264_gca_001636815/pep/
,Sporothrix schenckii 1099-18,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18_gca_000961545/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18_gca_000961545/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18_gca_000961545/pep/
,Sporothrix schenckii ATCC 58251,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251_gca_000474925/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251_gca_000474925/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251_gca_000474925/pep/
,Spraguea lophii 42_110,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/pep/
,Stachybotrys chartarum IBT 40288,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/pep/
,Stachybotrys chartarum IBT 40293,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/pep/
,Stachybotrys chartarum IBT 7711,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/pep/
,Stachybotrys chlorohalonata IBT 40285,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/pep/
,Stagonospora sp. SRC1lsM3a,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stagonospora_sp_src1lsm3a_gca_001644525/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stagonospora_sp_src1lsm3a_gca_001644525/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stagonospora_sp_src1lsm3a_gca_001644525/pep/
,Steccherinum ochraceum str. LE-BIN_3174,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/steccherinum_ochraceum_gca_004332605/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/steccherinum_ochraceum_gca_004332605/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota2_collection/steccherinum_ochraceum_gca_004332605/pep/
,Stemphylium lycopersici str. CIDEFI 212,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268315/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268315/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268315/pep/
,Stemphylium lycopersici str. CIDEFI 213,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268335/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268335/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/stemphylium_lycopersici_gca_003268335/pep/
,Stemphylium lycopersici str. CIDEFI 216,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stemphylium_lycopersici_gca_001191545/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stemphylium_lycopersici_gca_001191545/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/stemphylium_lycopersici_gca_001191545/pep/
,Stereum hirsutum FP-91666 SS1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/stereum_hirsutum_fp_91666_ss1_gca_000264905/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/stereum_hirsutum_fp_91666_ss1_gca_000264905/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/stereum_hirsutum_fp_91666_ss1_gca_000264905/pep/
,Sugiyamaella lignohabitans str. CBS 10342,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sugiyamaella_lignohabitans_gca_001640025/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sugiyamaella_lignohabitans_gca_001640025/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/sugiyamaella_lignohabitans_gca_001640025/pep/
,Suhomyces tanzawaensis NRRL Y-17324,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415/pep/
,Suillus luteus UH-Slu-Lm8-n1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/suillus_luteus_uh_slu_lm8_n1_gca_000827255/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/suillus_luteus_uh_slu_lm8_n1_gca_000827255/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_basidiomycota1_collection/suillus_luteus_uh_slu_lm8_n1_gca_000827255/pep/
,Syncephalastrum racemosum str. NRRL 2496,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/syncephalastrum_racemosum_gca_002105135/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/syncephalastrum_racemosum_gca_002105135/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/syncephalastrum_racemosum_gca_002105135/pep/
,Synchytrium endobioticum str. LEV6574,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006536045/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006536045/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006536045/pep/
,Synchytrium endobioticum str. MB42,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006535955/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006535955/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_endobioticum_gca_006535955/pep/
,Synchytrium microbalum str. JEL517,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_microbalum_gca_006535985/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_microbalum_gca_006535985/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_chytridiomycota1_collection/synchytrium_microbalum_gca_006535985/pep/
,Talaromyces amestolkiae str. CIB,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/talaromyces_amestolkiae_gca_001896365/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/talaromyces_amestolkiae_gca_001896365/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/talaromyces_amestolkiae_gca_001896365/pep/
